CustomerID,Age,BankAge,Salary,E_IND,OVOL8,ONO3,ONO6,ONO9,Churn
c3f00bbb,49,3,105265,1,4,0,3,0,0
c3e5135d,57,4,72120,2,2,2,0,3,0
c3d02a32,38,20,27784,1,3,4,16,6,0
c3c612b0,61,15,58122,1,4,2,5,3,0
c3c4d1f2,30,11,59771,4,1,3,4,1,0
c3c44ae7,32,0,50678,3,0,2,6,1,0
c3c3a22b,48,10,76325,1,1,4,5,1,0
c3c2ecef,44,13,64940,3,0,4,7,5,0
c3bfd86f,26,3,30148,4,2,2,5,6,1
c3b8d412,42,3,51595,4,2,3,7,6,0
c3b3c652,44,1,41306,4,0,6,4,3,1
c3b39898,46,25,77741,4,5,9,15,6,0
c3af179b,40,13,57743,1,1,2,2,3,0
c3abfb93,43,2,42966,1,0,5,4,3,0
c3aa82b9,37,2,48981,3,1,2,4,0,0
c3a95ff2,29,3,37473,1,2,3,8,2,0
c39846f7,41,15,70891,3,0,2,11,1,0
c397f91c,21,1,25452,5,2,3,5,1,0
c389d61d,27,5,29331,4,2,3,8,6,0
c3852e41,18,0,16841,2,0,0,3,0,0
c37aebd3,43,12,68485,2,2,3,9,1,0
c36dd1af,31,0,39420,1,1,2,7,2,0
c36a68a2,44,9,77116,1,2,3,6,4,0
c3647703,37,0,54393,1,1,3,1,0,0
c356d616,30,7,33702,1,4,4,7,3,0
c34fc2c4,26,3,29068,2,2,1,2,3,0
c34d4d5f,54,6,66936,4,1,3,3,4,0
c34ca633,38,11,20820,5,1,5,9,6,1
c34c42de,30,3,34879,5,1,4,7,5,0
c34bd1ac,20,2,25317,1,1,1,3,0,0
c34a0653,30,5,15000,5,3,3,6,6,0
c346787c,35,13,54087,3,0,7,8,5,0
c345305b,38,12,22464,4,0,2,11,3,0
c33b202b,44,22,84240,3,7,8,17,7,0
c32fac3d,34,3,52571,2,1,5,4,2,0
c32b1c0e,48,27,101417,2,5,9,12,4,0
c3266ac5,38,7,47628,3,4,5,7,3,0
c321a80c,31,0,34305,4,1,0,5,4,0
c31c8a8e,42,18,43937,2,1,6,14,4,0
c31848fa,25,4,20503,1,3,3,4,0,0
c31829cd,56,4,77047,3,2,0,9,3,0
c317d0f3,36,13,21375,2,0,4,12,4,0
c3106883,59,12,79206,5,3,6,8,4,0
c3102231,42,21,44686,5,4,8,9,8,0
c309dab2,75,6,55285,1,2,1,4,1,0
c306dbf1,37,3,72569,3,2,3,4,2,0
c2fc2e4b,31,8,23177,5,4,7,4,3,0
c2f755cc,35,3,25109,1,1,0,4,1,0
c2f2cac7,20,0,23695,3,1,3,2,0,0
c2f1d67a,54,12,80514,5,5,3,9,3,0
c2e4210b,59,21,81531,1,2,5,11,2,0
c2d8909e,54,25,66648,3,5,3,10,5,0
c2d41bf9,45,2,92052,4,1,4,8,2,0
c2ceeb5f,36,6,24280,2,0,3,5,2,0
c2cb4aa2,54,11,85962,3,2,8,5,6,0
c2c39e7b,47,9,65546,1,2,4,3,1,0
c2c27717,42,22,81809,3,2,6,17,3,0
c2bfa2ba,50,7,86927,1,3,1,0,1,0
c2bac26b,26,4,25124,5,4,1,8,2,0
c2ba5416,33,2,23959,5,3,2,5,5,1
c2ae7757,42,17,52911,2,5,5,13,4,1
c2ac86bd,29,4,26790,1,2,0,7,1,0
c2a9bb88,33,13,40717,3,2,8,7,2,0
c2a62caa,18,0,18207,1,1,4,6,2,0
c2a341bc,51,26,83176,2,4,5,13,3,0
c29b4707,40,21,62325,5,3,9,15,5,0
c2901235,27,4,35542,3,2,4,7,4,0
c28de514,21,2,20984,5,2,1,5,1,0
c28b5d6c,58,27,73503,3,5,10,12,9,0
c2891745,52,19,76327,4,5,5,7,3,0
c288ffc8,44,11,76634,1,1,9,8,4,0
c2876c2f,45,14,73341,3,2,4,10,6,0
c28722b1,36,2,90561,5,1,6,9,4,0
c284734b,46,6,45479,4,4,5,5,2,0
c27aa6f8,44,22,51507,5,3,9,15,3,0
c26b3751,44,11,76125,2,4,4,5,2,0
c263aa23,26,1,29596,5,3,1,7,8,0
c25f8763,57,25,79993,4,10,8,10,6,0
c25b7f70,42,11,58737,2,2,6,7,1,0
c2584ade,35,14,37958,5,2,5,7,4,0
c254cfb9,52,24,91155,3,4,10,8,1,0
c24b8ae3,27,8,21895,3,1,3,10,5,0
c2435df7,39,19,80748,1,2,7,10,3,0
c242a602,39,7,54309,3,0,5,3,3,1
c23eae6f,27,1,26434,1,0,0,7,1,0
c23b4530,34,11,45190,2,1,3,7,2,0
c23a87ec,27,4,25387,1,2,1,3,2,0
c236d22f,49,25,83684,3,0,5,14,4,1
c231559f,44,26,69613,5,4,4,15,3,0
c228db37,35,2,47180,1,1,3,6,0,0
c21d40d2,44,14,20098,2,1,7,3,6,0
c21c6897,39,15,62887,2,6,5,9,1,0
c217e14e,49,14,72117,3,2,2,9,5,0
c215f704,39,1,63064,2,4,3,4,0,0
c20f14f8,32,2,15000,3,1,5,4,3,0
c20d301d,55,22,68972,3,3,6,10,5,0
c20c595a,40,6,52814,2,0,5,6,2,0
c2091559,28,6,33403,3,2,8,5,2,0
c207b3db,18,0,17026,1,1,1,0,0,0
c205d8ef,33,12,38212,1,0,1,8,2,0
c2016ef4,23,5,29749,4,1,4,10,4,0
c1fec9c6,62,2,76161,4,1,3,6,1,0
c1f2c591,67,9,69880,2,5,6,4,1,0
c1f20ee0,32,4,32639,4,3,5,8,3,0
c1f149e7,33,8,15000,1,1,6,6,1,0
c1eeed22,25,3,28645,1,3,1,2,1,0
c1e1db55,51,10,75708,5,1,4,5,4,0
c1e17fe0,63,20,77837,2,2,5,9,1,0
c1e01832,24,6,23260,5,1,3,9,4,0
c1d956d3,48,5,65008,2,2,2,5,3,0
c1d8bcd6,35,9,55312,3,3,7,6,5,0
c1d80c3e,43,18,35716,5,2,9,12,5,0
c1d3aa50,28,7,33967,1,2,2,3,1,0
c1d19304,60,7,72953,5,0,2,11,7,0
c1d059df,49,11,99359,4,2,5,15,0,0
c1b993d7,43,12,47322,4,6,4,7,7,0
c1acbd4e,64,27,69942,5,7,15,10,2,0
c1a9cd3b,36,14,35420,2,3,1,13,4,0
c1a40b90,36,15,46379,3,3,2,6,4,0
c19d25ce,38,14,57270,1,0,3,8,5,0
c19c7863,46,10,64999,5,1,5,7,4,0
c1962464,20,2,90976,5,2,3,8,7,0
c193c4a8,40,20,42823,4,3,11,12,8,0
c18ba946,50,25,83652,5,1,15,11,4,0
c1877228,43,24,63529,4,1,11,13,4,0
c185543d,29,2,29287,4,0,3,2,6,0
c184b226,44,7,58150,5,3,2,5,6,0
c182c466,66,29,70089,3,3,8,14,9,0
c179eb40,26,8,25465,5,2,2,10,4,0
c17414de,37,15,44738,1,4,2,11,1,0
c16b7058,37,19,54106,2,1,5,5,3,0
c1674c83,42,6,62666,2,0,2,2,2,0
c156a797,40,17,54079,1,6,5,9,2,0
c1514025,45,24,68112,2,3,5,10,6,0
c14b1b08,35,9,31343,3,2,4,3,4,0
c147052f,43,0,67790,4,0,2,4,2,0
c13ab57d,45,19,66208,3,3,5,14,10,0
c139cd7e,53,9,86627,4,2,4,8,3,0
c1387dcc,62,16,65218,2,3,4,7,7,0
c136f59e,51,11,85221,5,3,3,13,5,0
c13444fc,25,7,27309,2,1,3,6,4,0
c1341584,65,1,83620,4,1,1,3,3,1
c1333603,40,15,67135,4,3,14,6,3,0
c13218c9,54,7,91148,2,1,1,3,3,0
c12c2961,49,1,71332,2,3,1,3,2,0
c12b8697,44,21,65235,3,6,6,12,5,0
c12739c1,55,8,77524,2,1,2,3,5,0
c1268f0f,20,2,15000,2,1,1,3,0,0
c123bb6f,46,5,50339,2,1,1,2,1,1
c1226c98,32,3,31416,4,1,1,5,3,0
c11a2aa9,37,13,61294,3,5,4,8,4,0
c117dba8,31,7,61796,3,0,4,8,2,0
c1016728,36,12,31937,5,1,6,9,1,0
c100ee1e,41,18,59986,4,2,8,9,10,0
c0ff4546,29,10,33452,1,1,3,2,6,0
c0fe01cb,52,19,84928,5,0,7,11,10,0
c0e8e2d5,43,2,80337,5,0,4,9,4,0
c0e6af29,35,17,45783,3,3,9,15,5,0
c0e03b1e,59,27,70652,4,3,10,11,10,0
c0d8679e,31,11,31241,1,3,3,3,4,0
c0d74693,24,1,37484,3,3,3,2,2,0
c0d53f16,43,6,73530,1,0,3,1,2,0
c0d3acc2,34,16,23081,3,2,2,7,3,0
c0cfd608,18,0,24376,1,0,3,3,3,0
c0ce09b2,37,11,32831,4,2,3,11,3,0
c0c722c9,36,9,38456,5,3,5,4,3,0
c0c48263,43,13,50172,1,2,4,11,1,0
c0c21437,54,1,78161,2,1,4,4,1,0
c0b3c3d9,47,17,44082,4,2,11,7,2,0
c0af9755,48,3,70411,5,1,1,5,3,0
c0a683a3,26,6,23493,2,0,6,3,2,0
c09eba48,19,0,24772,3,0,4,8,3,0
c09d3e1b,18,0,20466,5,2,4,4,2,0
c09cd4ca,36,7,35237,2,2,5,4,1,0
c09b750e,31,2,19779,1,1,1,1,1,0
c096016d,39,8,54824,1,3,4,3,2,0
c0936eef,54,25,82558,5,2,16,10,5,0
c0930d7a,39,19,44754,1,3,4,5,7,0
c092c70c,40,21,52373,5,1,1,5,3,0
c091e4e0,42,4,32859,4,3,4,4,6,0
c08d20ad,34,1,55600,3,1,4,7,4,0
c088766d,46,23,64786,1,3,4,9,4,0
c0816dce,35,12,50999,1,2,3,5,3,0
c078446b,40,13,55975,5,1,4,9,3,0
c07714b9,33,9,36322,5,3,7,9,5,0
c06ae1c3,29,11,37266,5,3,11,6,7,0
c063fca5,35,8,53360,5,0,5,9,1,0
c0623cd1,51,5,92254,2,0,3,5,4,0
c060b3bd,49,23,53847,1,2,3,14,3,0
c0609f0a,39,18,65112,3,1,5,8,5,0
c05b4f35,32,4,44067,3,0,3,5,2,0
c0597279,25,3,29982,3,2,4,6,2,0
c0541160,32,10,39230,5,1,7,9,3,0
c051567f,46,13,102106,4,1,4,10,5,0
c04a3eef,18,0,20127,3,1,2,4,2,0
c046c854,31,4,18881,2,0,2,6,3,0
c0414059,47,13,64472,2,4,7,10,3,0
c040b6aa,40,22,39968,3,3,7,11,2,0
c03e7ba8,36,0,31723,4,1,1,7,4,0
c03d76af,43,0,66054,2,0,1,4,0,0
c0386a3f,41,17,70593,2,3,3,9,2,0
c0346885,43,11,63120,4,6,8,10,7,0
c02cd44c,54,28,70965,3,3,8,11,3,0
c0228883,23,2,27759,5,2,6,9,6,0
c0202d7f,40,20,53577,2,4,6,10,3,0
c01e5cc1,35,13,62335,4,2,4,10,3,0
c01d171a,75,23,55167,5,4,7,12,10,0
c016db33,43,13,75033,1,1,5,7,3,0
c01387f7,42,15,79611,3,6,2,10,3,0
c0095de6,18,0,28540,4,2,1,5,2,0
c0090741,43,10,40812,4,3,2,3,4,0
c0078659,37,14,39921,5,3,6,10,3,0
c001eee2,42,19,73548,1,4,6,11,7,0
bff0b46f,39,17,68172,5,0,3,12,6,0
bfee138d,38,9,21489,5,2,5,6,6,0
bfebae8d,56,12,89669,5,2,7,9,2,0
bfeb9c04,33,12,52899,5,2,8,9,3,0
bfea2afc,30,8,46210,3,1,2,7,4,0
bfe1eda0,41,6,42473,3,2,5,6,3,0
bfdd7579,57,18,80962,1,3,4,10,3,0
bfdcd818,18,0,20815,2,0,2,2,2,0
bfda8d4b,44,3,29698,1,1,4,3,1,1
bfd79f8d,52,8,77392,1,2,7,6,1,0
bfd1995e,40,3,64133,5,2,4,5,4,0
bfcc296b,45,17,56682,1,3,4,8,5,0
bfba2a27,58,6,73387,1,0,4,5,1,0
bfae6e6b,45,4,71955,2,3,4,6,1,0
bfac390d,42,3,49085,3,3,1,4,2,0
bfac2b3c,28,1,24532,4,3,6,4,3,0
bfac2518,37,11,44281,5,0,6,11,4,0
bfab30dd,45,27,78654,1,3,7,10,3,0
bfa84c10,18,0,18938,3,0,4,3,1,0
bfa80594,46,25,74439,5,5,10,13,5,0
bfa5f6e3,49,2,76854,4,4,6,5,5,0
bfa37d07,39,11,48747,5,1,4,13,3,0
bf98bfb5,41,14,57371,2,1,4,10,6,0
bf936fa5,28,10,25613,5,2,4,6,5,0
bf8c5a84,56,6,82697,5,4,4,4,3,0
bf7276a2,45,2,59076,3,1,1,1,1,1
bf70c118,66,14,82591,4,2,5,7,8,0
bf6d1c60,47,8,107723,5,2,5,14,3,0
bf63b8ae,51,29,82862,3,4,9,21,4,0
bf54a8d0,47,2,101541,4,0,2,13,4,0
bf51a152,29,1,32338,5,1,1,3,1,0
bf4e0949,36,6,27413,2,2,3,5,1,0
bf4d0c28,40,14,48567,1,3,4,4,2,0
bf4b7ffb,25,7,19984,2,0,4,2,1,0
bf462be8,38,0,56078,4,0,3,4,3,1
bf3c7ed9,31,13,25475,4,1,1,8,4,0
bf396d5b,40,5,52921,5,2,3,7,3,0
bf38e75c,24,6,17030,1,2,0,0,3,0
bf380dfe,39,19,35488,1,2,4,12,3,0
bf36c116,61,23,81687,5,3,7,8,5,0
bf273ede,37,17,45077,2,4,6,5,4,0
bf238e98,22,1,23046,3,1,1,5,5,0
bf236937,55,11,78236,1,0,2,2,2,0
bf1e1a91,20,1,15788,3,0,4,8,1,0
bf1a6823,33,1,47400,1,1,2,7,0,0
bf113f4d,39,8,80852,3,4,5,6,2,0
bf08b83c,18,0,15202,4,1,0,9,3,0
bf05b057,48,28,48409,3,4,5,9,3,0
bf05a38e,54,10,84482,1,3,2,4,4,0
bf025609,35,3,38628,4,1,7,11,5,0
beee1954,56,22,86568,5,3,5,13,7,0
beece986,39,11,43368,2,3,2,6,2,0
beeab16a,40,20,181960,5,4,12,6,3,0
bee98f75,42,8,62213,3,2,2,10,5,0
bee6813d,24,3,26163,4,4,2,4,2,0
bee5a0c9,29,9,33852,5,3,4,6,1,0
bede8777,47,21,83998,2,2,3,7,1,0
bedd819f,52,19,89566,3,1,5,8,5,0
bedc6955,37,13,40899,4,3,10,14,6,0
bed69c17,38,17,41181,3,5,2,9,7,0
bed66674,60,28,71340,1,7,2,6,4,0
bed5205f,31,7,15000,1,4,3,3,1,0
bed333c6,43,11,74572,1,1,3,5,3,0
bed04212,30,9,47224,1,2,4,3,1,0
becfa96c,35,1,36498,1,0,2,6,1,0
becc8274,27,0,41460,2,1,3,4,0,0
bec8c351,40,15,66591,2,1,6,9,4,1
bec4da3b,26,0,33279,4,3,3,4,3,0
bec32095,39,11,46487,5,0,3,7,3,0
bec1a6c0,28,0,39351,1,1,0,3,3,0
bebb6461,34,14,15580,1,4,12,5,3,0
beb65f2d,39,6,58724,4,5,4,4,6,0
beac31e9,40,1,52622,1,3,1,6,2,1
beab4b7d,48,4,60767,5,0,2,5,3,0
beaa8d50,35,11,34841,1,1,5,8,4,0
bea4f570,34,0,18718,5,1,6,5,4,0
bea0efbf,50,11,61727,2,2,4,3,4,1
be9fbf24,22,0,28076,1,1,0,1,4,0
be9a47d9,34,16,44416,3,4,4,13,10,0
be98b9af,37,19,27231,5,4,8,15,4,0
be93bb48,37,9,22552,4,1,6,9,4,1
be901564,44,1,72943,5,1,5,6,4,0
be7f72b0,37,19,26896,3,5,7,7,3,0
be59c93e,37,18,51891,5,5,6,7,2,0
be5549b5,34,3,54132,5,0,3,5,2,0
be503576,54,19,84162,5,2,5,18,5,0
be4fc1b4,26,2,33246,5,3,4,6,2,0
be470b4b,18,0,21096,5,1,5,6,2,0
be465dc8,22,3,19133,4,1,8,7,1,0
be3ec52e,48,30,45961,1,7,7,12,6,0
be310084,68,10,66125,1,3,6,10,4,0
be279426,47,12,84596,1,2,4,3,3,0
be2478ee,62,14,80498,5,3,7,12,8,0
be1630db,34,9,62426,2,2,4,10,1,0
be102ba6,42,5,81072,4,4,5,8,3,0
be0963b4,41,21,71031,2,4,4,8,7,0
be01d987,44,2,75087,5,4,6,5,1,0
bdfbc7a4,37,6,61777,2,4,6,10,2,0
bdf6629b,37,15,56444,1,2,4,5,4,0
bde07dd7,47,10,87755,4,2,7,8,4,0
bddccfb3,43,5,75517,1,3,1,3,1,0
bddb3017,54,9,89648,1,1,4,4,3,0
bdd7f0d5,44,26,64981,3,4,13,15,3,0
bdd43b08,36,12,21840,2,4,5,5,1,0
bdce1473,46,24,52781,3,2,6,11,4,0
bdcc33be,23,2,24953,1,0,3,1,2,0
bdc06601,25,1,29455,1,0,1,4,1,0
bdbf161f,55,8,94880,4,0,5,7,3,0
bdba2d38,40,5,55993,5,2,5,5,1,0
bdb82e98,33,13,61743,5,6,2,14,5,0
bdb56561,33,8,53835,4,1,3,9,4,0
bdab88e7,42,1,62841,4,1,2,5,2,0
bdaade38,59,26,63007,1,1,5,7,3,0
bda5fb94,28,4,25270,1,1,3,3,0,0
bd99f53a,30,11,35164,2,2,2,9,3,0
bd981d01,49,28,84376,4,4,12,17,11,0
bd963d89,41,7,34169,5,4,5,7,7,0
bd934787,35,5,51163,1,1,2,2,3,1
bd927f5c,40,15,51326,4,4,5,11,7,0
bd8fd516,50,8,103532,3,2,10,6,2,0
bd8dbc1b,34,5,65096,5,1,1,11,2,0
bd86ea6f,20,1,19287,2,0,2,2,1,0
bd7c90e4,36,18,45145,3,1,8,13,8,0
bd7c8366,42,23,50257,3,2,11,10,8,0
bd789dc5,54,15,91593,2,3,5,8,2,1
bd779e9c,53,17,71533,5,3,8,16,4,0
bd6b869f,55,12,97943,2,6,2,10,3,0
bd669716,36,11,46578,2,2,6,5,2,0
bd6581a7,18,0,20263,4,1,3,1,4,0
bd64c309,36,9,49999,2,1,3,7,1,0
bd51b328,44,4,53378,5,3,7,7,4,0
bd4ee4c2,41,2,31390,4,2,8,4,1,0
bd4a611b,29,11,25580,1,2,3,7,2,0
bd3cd027,28,10,30662,1,0,4,7,2,0
bd3cbc15,62,28,61693,2,1,9,12,3,0
bd383ce8,44,17,68366,2,2,5,11,5,0
bd359ad0,33,13,33776,4,0,3,15,3,0
bd2c08e4,41,8,71813,2,1,4,11,4,0
bd2a5a95,58,10,61179,3,3,5,5,2,0
bd27e601,53,15,98511,2,0,4,10,3,0
bd2261a6,34,1,22538,3,2,1,5,1,0
bd21e1bb,23,0,21463,3,0,2,3,2,0
bd1e2953,47,22,75792,1,7,10,6,4,0
bd15cf72,33,10,44185,2,2,3,10,6,1
bd158fce,28,8,25723,2,0,6,8,1,0
bd0886c5,40,9,15000,4,1,5,9,2,0
bd014763,37,17,36342,4,0,4,7,4,0
bcfaf957,29,2,33350,3,2,6,4,1,0
bcf29dd6,48,27,68963,5,4,10,19,8,0
bcec7e4b,50,12,81247,5,0,9,13,1,0
bceb8f66,36,12,77435,5,3,6,9,10,0
bceabab3,50,14,90703,1,1,2,5,2,0
bcea55df,43,17,60081,1,2,8,8,2,0
bce427e4,61,24,65559,1,6,3,13,5,0
bcdc7b35,41,4,67454,1,1,5,6,2,0
bcd3fbd1,18,0,26864,5,2,5,6,4,0
bcd38610,40,0,52576,5,4,4,4,3,1
bcd29bb8,43,11,93591,4,0,5,14,7,1
bcbc70e7,55,12,62426,1,2,2,9,4,0
bcb8bf20,64,4,77721,5,1,4,3,5,0
bcb04dd3,43,15,85585,3,3,3,10,6,0
bcb032b3,42,3,80827,3,1,2,11,1,0
bcace112,32,8,26293,4,1,6,6,2,0
bcabc516,29,9,32689,2,2,6,5,4,0
bca8b509,55,30,70100,4,5,7,13,6,0
bca60d90,24,1,26353,1,5,2,2,0,1
bc9fd0c6,35,7,51095,2,5,3,4,6,0
bc9a3bee,39,0,70519,4,1,1,6,3,0
bc97b2b9,28,5,23154,1,2,6,4,1,0
bc96e8e4,52,19,91232,5,3,12,12,10,0
bc9645ea,20,2,23309,4,1,1,5,6,0
bc944bae,25,0,29486,2,0,2,6,1,0
bc90be64,40,0,39643,1,1,0,4,3,0
bc8ea3e1,51,17,91902,3,0,8,9,2,0
bc86e0e8,49,15,70699,2,6,3,9,5,0
bc86af94,46,19,84435,1,5,2,7,2,0
bc8633f6,52,27,73140,3,5,7,12,7,0
bc829641,45,21,79261,5,3,7,9,2,0
bc7dca18,52,17,87522,2,4,7,6,3,0
bc6902cd,40,14,51007,2,2,4,9,2,0
bc677287,33,13,38418,1,0,2,3,2,0
bc62b645,54,12,68712,1,1,4,8,2,0
bc5ba6bc,33,6,28338,1,1,1,3,1,0
bc533177,46,2,81975,3,0,0,2,0,1
bc4fe6af,36,6,47820,4,1,2,3,3,0
bc48325b,57,21,62377,4,2,4,11,3,0
bc45ee03,61,5,71311,2,0,1,8,3,0
bc45be68,18,0,17207,5,1,8,2,3,0
bc4586ca,38,1,28440,3,1,6,5,0,0
bc457936,34,8,51448,2,1,3,4,4,1
bc414d55,53,12,79610,3,1,10,3,1,0
bc3806a6,37,6,65664,3,1,5,6,5,0
bc31c2f8,60,18,76724,2,3,8,13,3,0
bc20e115,22,0,16774,4,0,2,5,1,0
bc1dc5f5,35,3,37587,4,2,4,8,1,0
bc1ac9bf,55,10,65591,5,1,5,8,3,0
bc185457,35,0,30805,1,1,1,1,3,0
bc15dba0,33,5,32806,2,0,5,6,3,0
bc14a9fb,37,19,47303,2,1,4,11,3,0
bc13c911,50,13,71611,2,2,6,5,6,0
bc0f14a4,44,11,68157,2,1,6,6,1,1
bbf7b7b9,22,2,23740,4,3,4,6,7,0
bbf61c23,31,3,37394,2,1,2,6,1,0
bbf46e6a,41,7,39334,5,1,3,8,3,0
bbed8eb0,55,4,83152,5,1,3,8,3,0
bbebce4f,26,0,23322,1,1,2,1,1,0
bbe0fa78,34,12,53809,4,2,4,11,4,0
bbd1c817,37,8,45593,4,4,5,2,4,0
bbc215a4,30,2,23990,5,1,5,4,1,0
bbc0efdc,23,2,22623,2,2,1,6,4,0
bbc07cfd,37,12,56190,4,2,4,8,2,0
bbb7ab3b,44,5,62425,3,0,4,2,1,0
bba1ec7b,32,9,30537,4,0,5,8,1,0
bb9fe69a,43,20,55678,2,0,9,12,7,0
bb98f272,39,4,68326,4,2,2,10,5,0
bb9120a4,46,21,51457,5,2,10,3,5,0
bb78a469,44,13,56787,3,3,5,9,4,0
bb77e314,47,21,90819,1,1,6,5,1,0
bb76ab91,48,13,65922,1,0,5,9,3,0
bb5c1a30,36,5,15000,3,1,9,5,1,1
bb58c9e7,18,0,28368,5,2,8,9,2,0
bb58169d,50,26,86492,3,3,5,14,2,0
bb545945,54,19,70074,1,4,3,6,5,0
bb4fbd3d,23,5,53196,5,3,0,5,2,0
bb4a0c3d,52,28,87764,2,3,9,9,4,0
bb3d6fa9,52,0,88853,3,0,2,2,0,0
bb37c23e,48,4,101496,5,1,6,4,3,0
bb35e94a,42,2,46274,3,2,3,8,3,1
bb336877,33,7,53898,4,1,5,7,4,0
bb3203d9,61,13,89613,2,6,10,4,6,0
bb3192a4,54,27,78788,3,0,6,17,3,0
bb2d0930,32,0,39001,4,3,5,6,3,0
bb2c8e18,44,15,43959,5,1,6,10,4,0
bb2c76c0,57,21,77436,2,2,5,7,2,0
bb22c8d7,46,28,40565,2,2,11,10,3,0
bb1ff236,32,0,30653,5,1,2,9,3,0
bb1cd3fe,29,10,34522,5,3,9,4,4,0
bb1bac79,33,14,39282,4,2,5,11,6,0
bb17cf0f,22,3,20710,3,1,0,5,1,0
bb174587,38,4,25096,1,4,1,7,1,0
bb1583e9,32,7,45209,1,0,3,8,1,0
bb0be7be,65,11,65181,5,2,8,11,4,0
bb05008c,37,14,47656,5,3,4,18,7,0
bb04dd2b,46,18,78568,2,4,6,10,1,0
bb009e01,47,18,88713,3,4,6,14,3,0
baf90c66,18,0,16705,5,2,0,5,4,0
baf6d664,52,6,76182,2,2,4,7,3,1
baeddf93,44,20,65988,1,5,7,8,1,0
baed3c26,26,4,31774,5,0,3,7,6,0
bae2b91c,41,6,49140,5,1,6,10,4,1
bae2a9af,73,0,63430,4,2,1,8,1,0
bae28f3e,18,0,16337,4,1,4,2,1,0
badfc733,28,2,35047,5,1,3,10,4,0
badf31b9,44,7,48249,3,1,7,4,4,0
badbe9a3,24,1,25132,4,1,4,5,5,0
bad814b3,41,4,46006,4,1,2,9,7,0
bad5caf8,43,23,94737,1,3,9,5,6,0
bacf622e,26,0,30724,5,0,3,7,1,0
bacdad17,33,1,35502,1,1,7,3,1,0
bac19774,39,19,48807,3,2,9,11,4,0
bac0db5e,18,0,28613,4,1,3,4,3,0
bac05be7,22,4,15389,5,1,5,7,8,0
baba77f3,39,0,47672,4,0,4,4,7,0
baa58639,29,2,35494,1,1,1,3,0,0
baa39519,19,0,24298,5,0,4,3,2,0
ba90bd13,47,2,65253,4,0,3,6,3,0
ba8fba18,55,15,77309,4,2,4,6,6,0
ba8f0086,18,0,24365,4,2,2,3,2,0
ba7dab63,49,6,94752,1,1,3,6,4,0
ba7a1767,42,3,35958,4,0,2,8,4,0
ba77a95e,34,13,42294,2,0,7,6,1,0
ba6f1828,44,2,52304,1,2,1,4,4,1
ba67d848,40,18,32996,5,2,10,8,6,0
ba6787fd,44,13,75767,1,0,6,6,3,0
ba6289fc,53,1,76993,5,1,4,8,0,0
ba609635,43,19,57576,4,1,10,10,4,0
ba5ff680,56,17,81452,5,3,9,12,4,0
ba56aa69,41,22,71644,5,2,9,16,3,0
ba5260e1,48,0,45996,3,1,1,5,0,0
ba4c2e1f,36,17,57726,5,0,11,14,9,0
ba4b5707,44,7,102240,2,0,7,6,1,0
ba4838e7,34,0,45177,4,1,3,3,2,0
ba479a8b,22,0,21888,1,1,1,3,2,0
ba45cf76,32,14,56300,2,2,2,5,5,0
ba351305,34,14,54533,3,2,5,6,1,0
ba2e93d7,31,3,37630,3,1,3,6,0,0
ba2dd0bf,51,5,69249,1,2,4,3,0,0
ba2c94e5,57,25,88263,4,4,5,8,4,0
ba2c5190,49,17,89992,2,3,3,9,4,0
ba2b8ba5,59,26,81444,1,7,16,9,3,0
ba29c9b9,42,18,65297,5,2,9,11,8,0
ba265b52,29,2,32809,5,2,1,7,6,0
ba264e27,45,4,76982,5,0,2,5,3,0
ba23963a,33,12,67795,4,3,3,7,2,0
ba1aeee3,18,0,15000,3,0,4,1,1,0
ba17d932,44,18,70761,4,4,4,9,2,0
ba0c65ce,34,7,28229,3,1,2,10,2,0
ba0a4556,41,11,78119,3,2,3,3,2,0
ba00f2d3,49,3,68082,2,0,3,6,3,0
b9ff24c8,54,8,70436,4,1,4,9,5,0
b9fd6e69,29,7,31392,1,1,2,2,3,0
b9f44289,43,24,58164,4,4,8,12,5,0
b9f3f9c2,35,12,43038,2,2,7,6,3,0
b9effa04,37,14,66606,1,2,6,6,4,0
b9e41e70,44,4,74614,3,2,2,3,3,0
b9dd5e16,47,19,77107,2,2,8,4,3,0
b9dc654b,27,1,21639,5,0,6,7,1,0
b9d76c1e,30,0,32485,2,0,1,3,2,1
b9ccef45,34,1,37193,4,3,6,7,3,1
b9caf74b,59,16,79003,4,1,4,11,4,0
b9c732fa,38,11,45445,3,1,8,2,4,0
b9c6d37f,22,3,29720,2,0,2,4,2,0
b9c49e85,59,26,75673,4,0,7,11,2,0
b9bf3cff,41,16,44676,1,4,3,6,0,0
b9bec279,40,10,41410,1,3,4,6,6,0
b9b99521,39,12,62665,4,3,3,6,4,0
b9b53d9d,25,3,25019,1,2,4,2,4,0
b9b2c614,35,4,73150,3,1,5,6,2,0
b9b14485,33,2,53310,4,1,7,5,4,0
b9ae0a67,37,7,55433,1,3,4,4,1,0
b9a29248,42,11,50384,2,1,6,7,1,0
b9a1da7b,46,8,76215,5,4,7,5,2,0
b99c3fb5,30,0,35027,2,0,1,5,1,0
b9904410,37,2,30450,2,0,3,5,3,0
b98eef0f,35,7,36385,1,1,3,13,2,0
b9899c7e,46,20,67969,1,3,6,10,0,0
b9892947,48,8,58879,3,2,9,2,4,0
b980c0fb,35,4,35207,2,1,3,2,2,0
